fid,INSEE_COM,NOM_COM,IRIS,CODE_IRIS,NOM_IRIS,TYP_IRIS,mapped,pop_cov,area_cov
1501,56067,Grand-Champ,0,560670000,Grand-Champ,Z,1500,0.7385,0.7322
1502,56068,La Grée-Saint-Laurent,0,560680000,La Grée-Saint-Laurent,Z,1501,0.128,0.1458
1503,56069,Groix,0,560690000,Groix,Z,1502,0,0
1504,56070,Guégon,0,560700000,Guégon,Z,1503,0.6744,0.6835
1505,56071,Guéhenno,0,560710000,Guéhenno,Z,1504,0.1859,0.0862
1506,56072,Gueltas,0,560720000,Gueltas,Z,1505,0.2333,0.2906
1507,56073,Guémené-sur-Scorff,0,560730000,Guémené-sur-Scorff,Z,1506,0.9728,0.9557
1508,56074,Guénin,0,560740000,Guénin,Z,1507,0.8586,0.8749
1509,56075,Guer,103,560750103,Coetquidan,D,1508,0.9361,0.9409
1510,56075,Guer,102,560750102,Nord-Saint Raoul,H,1509,0.9375,0.9312
1511,56075,Guer,101,560750101,Sud et Bourg,H,1510,0.9391,0.9614
1512,56076,Guern,0,560760000,Guern,Z,1511,0.8674,0.8271
1513,56077,Le Guerno,0,560770000,Le Guerno,Z,1512,0.3671,0.4257
1514,56078,Guidel,102,560780102,Plages,H,1513,0.3598,0.3084
1515,56078,Guidel,101,560780101,Bourg,H,1514,0.9214,0.9198
1516,56078,Guidel,103,560780103,Rural 1,H,1515,0.8317,0.885
1517,56078,Guidel,104,560780104,Rural 2,H,1516,0.7159,0.785
1518,56079,Guillac,0,560790000,Guillac,Z,1517,0.5015,0.5669
1519,56080,Guilliers,0,560800000,Guilliers,Z,1518,0.7783,0.8416
1520,56081,Guiscriff,0,560810000,Guiscriff,Z,1519,0.7249,0.5935
1521,56082,Helléan,0,560820000,Helléan,Z,1520,0.3427,0.3046
1522,56083,Hennebont,105,560830105,Rive droite,H,1521,0.8736,0.8343
1523,56083,Hennebont,104,560830104,Zones Industrielles,A,1522,0.9631,0.9506
1524,56083,Hennebont,101,560830101,Centre ville Kerlano,H,1523,0.998,0.9955
1525,56083,Hennebont,103,560830103,Kerihouais,H,1524,1,1
1526,56083,Hennebont,102,560830102,Langroix Talhouet St-Gilles,H,1525,0.9753,0.9758
1527,56084,Le Hézo,0,560840000,Le Hézo,Z,1526,0.121,0.1035
1528,56085,Hoedic,0,560850000,Hoedic,Z,1527,0,0
1529,56086,Île-d'Houat,0,560860000,Île-d'Houat,Z,1528,0,0
1530,56087,Île-aux-Moines,0,560870000,Île-aux-Moines,Z,1529,0.0785,0.0886
1531,56088,Île-d'Arz,0,560880000,Île-d'Arz,Z,1530,0.1477,0.1498
1532,56089,Inguiniel,0,560890000,Inguiniel,Z,1531,0.5918,0.7656
1533,56090,Inzinzac-Lochrist,101,560900101,Lochrist Centre Ville,H,1532,1,1
1534,56090,Inzinzac-Lochrist,102,560900102,Inzinzac Penquesten et Campagne,H,1533,0.6257,0.738
1535,56091,Josselin,0,560910000,Josselin,Z,1534,0.9994,0.9993
1536,56092,Kerfourn,0,560920000,Kerfourn,Z,1535,0.5352,0.5837
1537,56093,Kergrist,0,560930000,Kergrist,Z,1536,0.8333,0.8219
1538,56094,Kervignac,0,560940000,Kervignac,Z,1537,0.9525,0.9481
1539,56096,Landaul,0,560960000,Landaul,Z,1538,0.7336,0.7103
1540,56097,Landévant,0,560970000,Landévant,Z,1539,0.8131,0.8132
1541,56098,Lanester,101,560980101,Kerentrech,H,1540,1,1
1542,56098,Lanester,104,560980104,Centre Ville,H,1541,1,1
1543,56098,Lanester,108,560980108,Lann Gazec,H,1542,1,1
1544,56098,Lanester,103,560980103,Parc des Expositions,H,1543,1,1
1545,56098,Lanester,109,560980109,Le Penher,H,1544,1,1
1546,56098,Lanester,107,560980107,Touldrain,H,1545,1,1
1547,56098,Lanester,106,560980106,Chantiers,H,1546,1,1
1548,56098,Lanester,102,560980102,Notre Dame du Pont,H,1547,1,1
1549,56098,Lanester,105,560980105,Touleno,H,1548,1,1
1550,56098,Lanester,111,560980111,Campagne,D,1549,0.9829,0.9851
1551,56098,Lanester,110,560980110,Le Plessis,H,1550,1,1
1552,56099,Langoëlan,0,560990000,Langoëlan,Z,1551,0.4293,0.4228
1553,56100,Langonnet,0,561000000,Langonnet,Z,1552,0.6341,0.6415
1554,56101,Languidic,103,561010103,Nord,H,1553,0.4928,0.4729
1555,56101,Languidic,102,561010102,Sud,H,1554,0.6178,0.5128
1556,56101,Languidic,101,561010101,Bourg,H,1555,0.9956,0.9949
1557,56102,Lanouée,0,561020000,Lanouée,Z,1556,0.5512,0.5
1558,56103,Lantillac,0,561030000,Lantillac,Z,1557,0.9603,0.9167
1559,56104,Lanvaudan,0,561040000,Lanvaudan,Z,1558,0.6,0.8
1560,56105,Lanvénégen,0,561050000,Lanvénégen,Z,1559,0.8529,0.8009
1561,56106,Larmor-Baden,0,561060000,Larmor-Baden,Z,1560,0.2912,0.2975
1562,56107,Larmor-Plage,102,561070102,Kerguelen-Quehello Congard-Maison Rou,H,1561,0.8527,0.8803
1563,56107,Larmor-Plage,101,561070101,Le Bourrigo-La Nourriguel-Toulhars,H,1562,1,1
1564,56107,Larmor-Plage,103,561070103,Quatre Chemins-Quelisoy,H,1563,1,1
1565,56108,Larré,0,561080000,Larré,Z,1564,0.0896,0.1405
1566,56109,Lauzach,0,561090000,Lauzach,Z,1565,0.1538,0.1049
1567,56110,Lignol,0,561100000,Lignol,Z,1566,0.183,0.2162
1568,56111,Limerzel,0,561110000,Limerzel,Z,1567,0.6941,0.6752
1569,56112,Lizio,0,561120000,Lizio,Z,1568,0.1701,0.1185
1570,56113,Locmalo,0,561130000,Locmalo,Z,1569,0.914,0.8562
1571,56114,Locmaria,0,561140000,Locmaria,Z,1570,0.6941,0.8289
1572,56115,Locmaria-Grand-Champ,0,561150000,Locmaria-Grand-Champ,Z,1571,0.8562,0.8452
1573,56116,Locmariaquer,0,561160000,Locmariaquer,Z,1572,0.2987,0.3342
1574,56117,Locminé,0,561170000,Locminé,Z,1573,0.9747,0.9768
1575,56118,Locmiquélic,0,561180000,Locmiquélic,Z,1574,0.991,0.9902
1576,56119,Locoal-Mendon,0,561190000,Locoal-Mendon,Z,1575,0.8456,0.8836
1577,56120,Locqueltas,0,561200000,Locqueltas,Z,1576,0.2963,0.2873
1578,56121,Lorient,302,561210302,Hopital Kerforn,H,1577,1,1
1579,56121,Lorient,102,561210102,Aristide Briand,H,1578,1,1
1580,56121,Lorient,502,561210502,Parc du Scorff,H,1579,1,1
1581,56121,Lorient,703,561210703,Kreisker,H,1580,1,1
1582,56121,Lorient,903,561210903,Polygone,H,1581,1,1
1583,56121,Lorient,301,561210301,Dupuy de Lome,H,1582,1,1
1584,56121,Lorient,902,561210902,Merville,H,1583,1,1
1585,56121,Lorient,404,561210404,Keryado,H,1584,1,1
1586,56121,Lorient,303,561210303,Lanveur Kerfichant,H,1585,1,1
1587,56121,Lorient,704,561210704,Le Ter,H,1586,1,1
1588,56121,Lorient,905,561210905,Nouvelle Ville,H,1587,1,1
1589,56121,Lorient,702,561210702,Kervenanec Sud,H,1588,1,1
1590,56121,Lorient,103,561210103,l'Orientis,H,1589,1,1
1591,56121,Lorient,501,561210501,Saint-Armel,H,1590,1,1
1592,56121,Lorient,402,561210402,Manio,H,1591,1,1
1593,56121,Lorient,101,561210101,Arsenal Maritime,H,1592,1,1
1594,56121,Lorient,603,561210603,Za Nord Ouest,A,1593,1,1
1595,56121,Lorient,906,561210906,Quai de Rohan,H,1594,1,1
1596,56121,Lorient,403,561210403,Etienne Dolet,H,1595,1,1
1597,56121,Lorient,901,561210901,Zone Portuaire,A,1596,1,1
1598,56121,Lorient,701,561210701,Kervenanec Nord,H,1597,1,1
1599,56121,Lorient,601,561210601,Kerletu,H,1598,1,1
1600,56121,Lorient,904,561210904,Chant des Oiseaux,H,1599,1,1
1601,56121,Lorient,401,561210401,Paul Guieysse,H,1600,1,1
1602,56121,Lorient,602,561210602,Bourgneuf,H,1601,1,1
1603,56122,Loyat,0,561220000,Loyat,Z,1602,0.3104,0.3215
1604,56123,Malansac,0,561230000,Malansac,Z,1603,0.9036,0.9568
1605,56124,Malestroit,0,561240000,Malestroit,Z,1604,1,1
1606,56125,Malguénac,0,561250000,Malguénac,Z,1605,0.8087,0.7928
1607,56126,Marzan,0,561260000,Marzan,Z,1606,0.5785,0.5706
1608,56127,Mauron,0,561270000,Mauron,Z,1607,0.8624,0.813
1609,56128,Melrand,0,561280000,Melrand,Z,1608,0.1491,0.0906
1610,56129,Ménéac,0,561290000,Ménéac,Z,1609,0.7891,0.7871
1611,56130,Merlevenez,0,561300000,Merlevenez,Z,1610,0.9665,0.9488
1612,56131,Meslan,0,561310000,Meslan,Z,1611,0.8997,0.8627
1613,56132,Meucon,0,561320000,Meucon,Z,1612,0.9682,0.972
1614,56133,Missiriac,0,561330000,Missiriac,Z,1613,0.715,0.7581
1615,56134,Mohon,0,561340000,Mohon,Z,1614,0.185,0.1111
1616,56135,Molac,0,561350000,Molac,Z,1615,0.0658,0.0604
1617,56136,Monteneuf,0,561360000,Monteneuf,Z,1616,0.2079,0.1583
1618,56137,Monterblanc,0,561370000,Monterblanc,Z,1617,0.9083,0.8954
1619,56138,Monterrein,0,561380000,Monterrein,Z,1618,0.2176,0.2273
1620,56139,Montertelot,0,561390000,Montertelot,Z,1619,0.1515,0.1526
1621,56140,Moréac,0,561400000,Moréac,Z,1620,0.6248,0.6154
1622,56141,Moustoir-Ac,0,561410000,Moustoir-Ac,Z,1621,0.768,0.7721
1623,56142,Moustoir-Remungol,0,561420000,Moustoir-Remungol,Z,1622,0.2463,0.1473
1624,56143,Muzillac,0,561430000,Muzillac,Z,1623,0.9587,0.9588
